iata_code,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,scheduled_service,local_code,country
ZAL,medium_airport,Pichoy Airport,-39.6500015259,-73.0860977173,59,CL,Valdivia,yes,,Chile
KNA,medium_airport,Viña del mar Airport,-32.9496,-71.4786,461,CL,Viña Del Mar,no,,Chile
ATF,medium_airport,Chachoán Airport,-1.21207,-78.5746,8502,EC,Ambato,no,,Ecuador
OCC,medium_airport,Francisco De Orellana Airport,-0.46288600564003,-76.9868011474609,834,EC,Coca,yes,,Ecuador
CUE,medium_airport,Mariscal Lamar Airport,-2.88947,-78.984398,8306,EC,Cuenca,yes,,Ecuador
GYE,large_airport,José Joaquín de Olmedo International Airport,-2.15742,-79.883598,19,EC,Guayaquil,yes,,Ecuador
LTX,medium_airport,Cotopaxi International Airport,-0.906833,-78.615799,9205,EC,Latacunga,yes,,Ecuador
MRR,medium_airport,Jose Maria Velasco Ibarra Airport,-4.37823009491,-79.9410018921,1508,EC,Macará,no,,Ecuador
XMS,medium_airport,Coronel E Carvajal Airport,-2.29917001724243,-78.1207962036133,3452,EC,Macas,yes,,Ecuador
MCH,medium_airport,General Manuel Serrano Airport,-3.2689,-79.961601,11,EC,Machala,no,,Ecuador
MEC,medium_airport,Eloy Alfaro International Airport,-0.94607800245285,-80.6788024902344,48,EC,Manta,yes,,Ecuador
PVO,medium_airport,Reales Tamarindos Airport,-1.04165005683899,-80.4721984863281,130,EC,Portoviejo,no,,Ecuador
UIO,large_airport,Mariscal Sucre International Airport,-0.129166666667,-78.3575,7841,EC,Quito,yes,UIO,Ecuador
ETR,medium_airport,Santa Rosa International Airport,-3.441986,-79.996957,20,EC,Santa Rosa,yes,,Ecuador
SNC,medium_airport,General Ulpiano Paez Airport,-2.20499,-80.988899,18,EC,Salinas,no,,Ecuador
TPC,medium_airport,Tarapoa Airport,-0.122956000268459,-76.3377990722656,814,EC,Tarapoa,no,,Ecuador
TUA,medium_airport,Teniente Coronel Luis a Mantilla Airport,0.809505999088287,-77.7080993652344,9649,EC,Tulcán,yes,,Ecuador
TNW,medium_airport,Jumandy Airport,-1.059722,-77.583333,1234,EC,Tena,no,,Ecuador
ASU,medium_airport,Silvio Pettirossi International Airport,-25.2399997711182,-57.5200004577637,292,PY,Asunción,yes,,Paraguay
AYO,medium_airport,Juan De Ayolas Airport,-27.370554,-56.854064,223,PY,Ayolas,no,,Paraguay
AGT,medium_airport,Guarani International Airport,-25.454516,-54.842682,846,PY,Ciudad del Este,yes,,Paraguay
ESG,medium_airport,Dr. Luis Maria Argaña International Airport,-22.0499992370605,-60.6199989318848,553,PY,Mariscal Estigarribia,no,,Paraguay
PIL,medium_airport,Carlos Miguel Gimenez Airport,-26.881224,-58.318026,249,PY,Pilar,no,,Paraguay
API,medium_airport,Gomez Nino Apiay Air Base,4.07607,-73.5627,1207,CO,Apiay,no,APY,Colombia
AXM,medium_airport,El Eden Airport,4.45278,-75.7664,3990,CO,Armenia,yes,AXM,Colombia
PUU,medium_airport,Tres De Mayo Airport,0.505228,-76.5008,815,CO,Puerto Asís,yes,PUU,Colombia
ELB,medium_airport,Las Flores Airport,9.04554,-73.9749,111,CO,El Banco,no,ELB,Colombia
BGA,medium_airport,Palonegro Airport,7.1265,-73.1848,3897,CO,Bucaramanga,yes,BGA,Colombia
BOG,large_airport,El Dorado International Airport,4.70159,-74.1469,8361,CO,Bogota,yes,BOG,Colombia
BAQ,medium_airport,Ernesto Cortissoz International Airport,10.8896,-74.7808,98,CO,Barranquilla,yes,BAQ,Colombia
BSC,medium_airport,José Celestino Mutis Airport,6.20292,-77.3947,80,CO,Bahía Solano,yes,BSC,Colombia
BUN,medium_airport,Gerardo Tobar López Airport,3.81963,-76.9898,48,CO,Buenaventura,yes,BUN,Colombia
CUC,medium_airport,Camilo Daza International Airport,7.92757,-72.5115,1096,CO,Cúcuta,yes,CUC,Colombia
CTG,medium_airport,Rafael Nuñez International Airport,10.4424,-75.513,4,CO,Cartagena,yes,CTG,Colombia
CLO,medium_airport,Alfonso Bonilla Aragon International Airport,3.54322,-76.3816,3162,CO,Cali,yes,CLO,Colombia
TCO,medium_airport,La Florida Airport,1.81442,-78.7492,8,CO,Tumaco,yes,TCO,Colombia
CAQ,medium_airport,Juan H White Airport,7.96847,-75.1985,174,CO,Caucasia,no,CAQ,Colombia
CVE,medium_airport,Coveñas Airport,9.40092,-75.6913,31,CO,Coveñas,no,CVE,Colombia
CZU,medium_airport,Las Brujas Airport,9.33274,-75.2856,528,CO,Corozal,yes,CZU,Colombia
EBG,medium_airport,El Bagre Airport,7.59647,-74.8089,180,CO,El Bagre,no,EBG,Colombia
EJA,medium_airport,Yariguíes Airport,7.02433,-73.8068,412,CO,Barrancabermeja,yes,EJA,Colombia
FLA,medium_airport,Gustavo Artunduaga Paredes Airport,1.58919,-75.5644,803,CO,Florencia,yes,FLA,Colombia
GIR,medium_airport,Santiago Vila Airport,4.27624,-74.7967,900,CO,Girardot,no,GIR,Colombia
CRC,medium_airport,Santa Ana Airport,4.75818,-75.9557,2979,CO,Cartago,yes,CRC,Colombia
GPI,medium_airport,Juan Casiano Airport,2.57013,-77.8986,164,CO,Guapi,yes,GPI,Colombia
IBE,medium_airport,Perales Airport,4.42161,-75.1333,2999,CO,Ibagué,yes,IBE,Colombia
IPI,medium_airport,San Luis Airport,0.861925,-77.6718,9765,CO,Ipiales,yes,IPI,Colombia
APO,medium_airport,Antonio Roldan Betancourt Airport,7.81196,-76.7164,46,CO,Carepa,yes,APO,Colombia
MCJ,medium_airport,Jorge Isaac Airport,11.2325,-72.4901,281,CO,La Mina-Maicao,no,LMA,Colombia
LET,medium_airport,Alfredo Vásquez Cobo International Airport,-4.19355,-69.9432,277,CO,Leticia,yes,LET,Colombia
EOH,medium_airport,Enrique Olaya Herrera Airport,6.220549,-75.590582,4949,CO,Medellín,yes,EOH,Colombia
MGN,medium_airport,Baracoa Airport,9.28474,-74.8461,178,CO,Magangué,no,MGN,Colombia
MTR,medium_airport,Los Garzones Airport,8.82374,-75.8258,36,CO,Montería,yes,MTR,Colombia
MVP,medium_airport,Fabio Alberto Leon Bentley Airport,1.25366,-70.2339,680,CO,Mitú,yes,MVP,Colombia
MZL,medium_airport,La Nubia Airport,5.0296,-75.4647,6871,CO,Manizales,yes,MZL,Colombia
NVA,medium_airport,Benito Salas Airport,2.95015,-75.294,1464,CO,Neiva,yes,NVA,Colombia
OCV,medium_airport,Aguas Claras Airport,8.31506,-73.3583,3850,CO,Ocaña,no,OCV,Colombia
PCR,medium_airport,German Olano Airport,6.18472,-67.4932,177,CO,Puerto Carreño,yes,PCR,Colombia
PDA,medium_airport,Obando Airport,3.85353,-67.9062,460,CO,Puerto Inírida,yes,PDA,Colombia
PEI,medium_airport,Matecaña International Airport,4.81267,-75.7395,4416,CO,Pereira,yes,PEI,Colombia
PTX,medium_airport,Pitalito Airport,1.85777,-76.0857,4212,CO,Pitalito,no,,Colombia
PPN,medium_airport,Guillermo León Valencia Airport,2.4544,-76.6093,5687,CO,Popayán,yes,PPN,Colombia
PAL,medium_airport,German Olano Air Base,5.48361,-74.6574,566,CO,La Dorada,no,PQE,Colombia
PSO,medium_airport,Antonio Narino Airport,1.39625,-77.2915,5951,CO,Pasto,yes,PSO,Colombia
PVA,medium_airport,El Embrujo Airport,13.3569,-81.3583,10,CO,Providencia,yes,PVA,Colombia
PZA,medium_airport,Paz De Ariporo Airport,5.87615,-71.8866,900,CO,Paz De Ariporo,no,PZA,Colombia
MQU,medium_airport,Mariquita Airport,5.21256,-74.8836,1531,CO,Mariquita,no,MQU,Colombia
MDE,medium_airport,Jose Maria Córdova International Airport,6.16454,-75.4231,6955,CO,Medellín,yes,MDE,Colombia
RCH,medium_airport,Almirante Padilla Airport,11.5262,-72.926,43,CO,Riohacha,yes,RCH,Colombia
SJE,medium_airport,Jorge E. Gonzalez Torres Airport,2.57969,-72.6394,605,CO,San José Del Guaviare,yes,SJE,Colombia
SMR,medium_airport,Simón Bolívar International Airport,11.1196,-74.2306,22,CO,Santa Marta,yes,SMR,Colombia
ADZ,medium_airport,Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,19,CO,San Andrés,yes,ADZ,Colombia
SVI,medium_airport,Eduardo Falla Solano Airport,2.15217,-74.7663,920,CO,San Vicente Del Caguán,yes,SVI,Colombia
TME,medium_airport,Gustavo Vargas Airport,6.45108,-71.7603,1050,CO,Tame,yes,TME,Colombia
TQS,medium_airport,Tres Esquinas Air Base,0.7459,-75.234,585,CO,Tres Esquinas,no,TQS,Colombia
AUC,medium_airport,Santiago Perez Airport,7.06888,-70.7369,420,CO,Arauca,yes,AUC,Colombia
UIB,medium_airport,El Caraño Airport,5.69076,-76.6412,204,CO,Quibdó,yes,UIB,Colombia
ULQ,medium_airport,Heriberto Gíl Martínez Airport,4.08836,-76.2351,3132,CO,Tuluá,no,ULQ,Colombia
VUP,medium_airport,Alfonso López Pumarejo Airport,10.435,-73.2495,483,CO,Valledupar,yes,VUP,Colombia
VVC,medium_airport,Vanguardia Airport,4.16787,-73.6138,1394,CO,Villavicencio,yes,VVC,Colombia
EYP,medium_airport,El Yopal Airport,5.31911,-72.384,1028,CO,El Yopal,yes,EYP,Colombia
SRE,medium_airport,Alcantarí Airport,-19.246835,-65.149611,10184,BO,Yamparaez,yes,,Bolivia
BJO,medium_airport,Bermejo Airport,-22.7733001709,-64.3128967285,1249,BO,Bermejo,no,,Bolivia
CBB,medium_airport,Jorge Wilsterman International Airport,-17.4211006164551,-66.1771011352539,8360,BO,Cochabamba,yes,,Bolivia
CIJ,medium_airport,Capitán Aníbal Arab Airport,-11.0403995514,-68.7829971313,889,BO,Cobija,yes,,Bolivia
SRZ,medium_airport,El Trompillo Airport,-17.8115997314,-63.1715011597,1371,BO,Santa Cruz,yes,,Bolivia
LPB,medium_airport,El Alto International Airport,-16.5132999420166,-68.1922988891602,13355,BO,La Paz / El Alto,yes,,Bolivia
ORU,medium_airport,Juan Mendoza Airport,-17.962600708,-67.0762023926,12152,BO,Oruro,no,,Bolivia
POI,medium_airport,Capitan Nicolas Rojas Airport,-19.543331,-65.723734,12922,BO,Potosí,no,,Bolivia
PSZ,medium_airport,Capitán Av. Salvador Ogaya G. airport,-18.975301,-57.820599,440,BO,Puerto Suárez,yes,,Bolivia
SBL,medium_airport,Santa Ana Del Yacuma Airport,-13.7622003555,-65.4352035522,472,BO,Santa Ana del Yacuma,no,,Bolivia
TJA,medium_airport,Capitan Oriel Lea Plaza Airport,-21.5557003021,-64.7013015747,6079,BO,Tarija,yes,,Bolivia
TDD,medium_airport,Teniente Av. Jorge Henrich Arauz Airport,-14.8186998367,-64.9179992676,509,BO,Trinidad,no,,Bolivia
VLM,medium_airport,Teniente Coronel Rafael Pabón Airport,-21.2551994324,-63.4056015015,1305,BO,Villamontes,no,,Bolivia
VVI,large_airport,Viru Viru International Airport,-17.6448,-63.135399,1224,BO,Santa Cruz,yes,,Bolivia
BYC,medium_airport,Yacuiba Airport,-21.9608993530273,-63.6516990661621,2112,BO,Yacuíba,no,,Bolivia
PBM,large_airport,Johan Adolf Pengel International Airport,5.45283,-55.187801,59,SR,Zandery,yes,,Suriname
CAY,medium_airport,Cayenne – Félix Eboué Airport,4.81981,-52.360401,26,GF,Matoury,yes,,French Guiana
OYP,medium_airport,Saint-Georges-de-l'Oyapock Airport,3.89759993553,-51.8041000366,46,GF,Saint-Georges-de-l'Oyapock Airport,no,,French Guiana
AYX,medium_airport,Teniente General Gerardo Pérez Pinedo Airport,-10.7291,-73.766502,751,PE,Atalaya,no,,Peru
IBP,medium_airport,Iberia Airport,-11.411600112915,-69.4887008666992,750,PE,Iberia,no,,Peru
PCL,medium_airport,Cap FAP David Abenzur Rengifo International Airport,-8.37794017791748,-74.5743026733399,513,PE,Pucallpa,yes,,Peru
CHM,medium_airport,Teniente FAP Jaime A De Montreuil Morales Airport,-9.14960956573486,-78.5238037109375,69,PE,Chimbote,yes,,Peru
CIX,medium_airport,Capitan FAP Jose A Quinones Gonzales International Airport,-6.78747987747192,-79.8281021118164,97,PE,Chiclayo,yes,,Peru
AYP,medium_airport,Coronel FAP Alfredo Mendivil Duarte Airport,-13.1548004150391,-74.2043991088867,8917,PE,Ayacucho,yes,,Peru
ATA,medium_airport,Comandante FAP German Arias Graziani Airport,-9.34743976593018,-77.5983963012695,9097,PE,Anta,no,,Peru
LIM,large_airport,Jorge Chávez International Airport,-12.0219,-77.114305,113,PE,Lima,yes,,Peru
RIJ,medium_airport,Juan Simons Vela Airport,-6.06786012649536,-77.1600036621094,2707,PE,Rioja,no,,Peru
JAE,medium_airport,Shumba Airport,-5.59248,-78.774002,2477,PE,Jaén,yes,,Peru
JJI,medium_airport,Juanjui Airport,-7.16909980773926,-76.7285995483398,1148,PE,Juanjuí,no,,Peru
JAU,medium_airport,Francisco Carle Airport,-11.7831001282,-75.4733963013,11034,PE,Jauja,yes,,Peru
JUL,medium_airport,Inca Manco Capac International Airport,-15.4671001434326,-70.158203125,12552,PE,Juliaca,yes,,Peru
CJA,medium_airport,Mayor General FAP Armando Revoredo Iglesias Airport,-7.13918018341064,-78.4894027709961,8781,PE,Cajamarca,yes,,Peru
ILQ,medium_airport,Ilo Airport,-17.6949996948242,-71.3440017700195,72,PE,Ilo,no,,Peru
TBP,medium_airport,Capitan FAP Pedro Canga Rodriguez Airport,-3.55253005027771,-80.3814010620117,115,PE,Tumbes,yes,,Peru
YMS,medium_airport,Moises Benzaquen Rengifo Airport,-5.89377021789551,-76.1182022094727,587,PE,Yurimaguas,yes,,Peru
HUU,medium_airport,Alferez Fap David Figueroa Fernandini Airport,-9.87880992889405,-76.2048034667969,6070,PE,Huánuco,yes,,Peru
CHH,medium_airport,Chachapoyas Airport,-6.20180988311768,-77.8561019897461,8333,PE,Chachapoyas,no,,Peru
IQT,medium_airport,Coronel FAP Francisco Secada Vignetta International Airport,-3.78473997116089,-73.3087997436523,306,PE,Iquitos,yes,,Peru
AQP,medium_airport,Rodríguez Ballón International Airport,-16.3411006927,-71.5830993652,8405,PE,Arequipa,yes,,Peru
TRU,medium_airport,Capitan FAP Carlos Martinez De Pinillos International Airport,-8.08141040802002,-79.1088027954102,106,PE,Trujillo,yes,,Peru
PIO,medium_airport,Capitán FAP Renán Elías Olivera International Airport,-13.7448997497559,-76.2202987670898,39,PE,Pisco,no,,Peru
TPP,medium_airport,Cadete FAP Guillermo Del Castillo Paredes Airport,-6.50873994827271,-76.3731994628906,869,PE,Tarapoto,yes,,Peru
TCQ,medium_airport,Coronel FAP Carlos Ciriani Santa Rosa International Airport,-18.0533008575,-70.2758026123,1538,PE,Tacna,yes,,Peru
PEM,medium_airport,Padre Aldamiz International Airport,-12.6135997772,-69.2285995483,659,PE,Puerto Maldonado,yes,,Peru
PIU,medium_airport,Capitán FAP Guillermo Concha Iberico International Airport,-5.20574998856,-80.6164016724,120,PE,Piura,yes,,Peru
TYL,medium_airport,Capitan Montes Airport,-4.5766401290894,-81.254096984863,282,PE,Talara,yes,,Peru
NZC,medium_airport,Maria Reiche Neuman Airport,-14.8540000916,-74.9615020752,1860,PE,Nazca,yes,,Peru
CUZ,large_airport,Alejandro Velasco Astete International Airport,-13.5356998444,-71.9387969971,10860,PE,Cusco,yes,,Peru
DZO,medium_airport,Santa Bernardina International Airport,-33.3588981628418,-56.4991989135742,305,UY,Durazno,no,,Uruguay
PDP,medium_airport,Capitan Corbeta CA Curbelo International Airport,-34.8550987243652,-55.0942993164063,95,UY,Punta del Este,no,,Uruguay
MVD,large_airport,Carrasco International /General C L Berisso Airport,-34.838402,-56.0308,105,UY,Montevideo,yes,,Uruguay
STY,medium_airport,Nueva Hesperides International Airport,-31.4384994506836,-57.9852981567383,187,UY,Salto,no,,Uruguay
AGV,medium_airport,Oswaldo Guevara Mujica Airport,9.553375,-69.237869,640,VE,Acarigua,yes,,Venezuela
AAO,medium_airport,Anaco Airport,9.43022537231445,-64.4707260131836,721,VE,Anaco,no,,Venezuela
BLA,large_airport,General José Antonio Anzoategui International Airport,10.111111,-64.692222,30,VE,Barcelona,yes,,Venezuela
BNS,medium_airport,Barinas Airport,8.615,-70.21416667,615,VE,Barinas,yes,,Venezuela
BRM,medium_airport,Barquisimeto International Airport,10.0427465438843,-69.3586196899414,2042,VE,Barquisimeto,yes,,Venezuela
MYC,medium_airport,Escuela Mariscal Sucre Airport,10.2499780654907,-67.6494216918945,1338,VE,Maracay,yes,,Venezuela
CBL,medium_airport,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",8.12216091156,-63.5369567871,197,VE,,no,,Venezuela
CXA,medium_airport,Caicara del Orinoco Airport,7.62551021575928,-66.1628036499023,141,VE,,no,,Venezuela
CLZ,medium_airport,Calabozo Airport,8.92465591430664,-67.4170913696289,328,VE,Guarico,no,,Venezuela
CAJ,medium_airport,Canaima Airport,6.23198890686035,-62.8544311523438,1450,VE,Canaima,yes,,Venezuela
VCR,medium_airport,Carora Airport,10.1756029129028,-70.0652160644531,1437,VE,Carora,no,,Venezuela
CUP,medium_airport,General Francisco Bermúdez Airport,10.6600141525269,-63.2616806030273,33,VE,Carúpano,yes,,Venezuela
CZE,medium_airport,José Leonardo Chirinos Airport,11.4149436950684,-69.6809005737305,52,VE,Coro,yes,,Venezuela
CUM,medium_airport,Cumaná (Antonio José de Sucre) Airport,10.4503326416016,-64.1304702758789,14,VE,,yes,,Venezuela
EOR,medium_airport,El Dorado Airport,6.71573,-61.638786,318,VE,Bolivar,no,,Venezuela
EOZ,medium_airport,Elorza Airport,7.0833330154419,-69.533332824707,295,VE,,no,,Venezuela
GDO,medium_airport,Guasdalito Airport,7.23333311080933,-70.8000030517578,426,VE,,no,,Venezuela
GUI,medium_airport,Guiria Airport,10.5740776062,-62.3126678467,42,VE,,no,,Venezuela
GUQ,medium_airport,Guanare Airport,9.02694416046143,-69.7551498413086,606,VE,Guanare,no,,Venezuela
LSP,medium_airport,Josefa Camejo International Airport,11.7807750701904,-70.151496887207,75,VE,Paraguaná,yes,,Venezuela
LFR,medium_airport,La Fria Airport,8.23916721343994,-72.2710266113281,305,VE,,no,,Venezuela
MAR,medium_airport,La Chinita International Airport,10.5582084656,-71.7278594971,239,VE,Maracaibo,yes,,Venezuela
MRD,medium_airport,Alberto Carnevalli Airport,8.582078,-71.161041,5007,VE,Mérida,yes,,Venezuela
PMV,medium_airport,Del Caribe Santiago Mariño International Airport,10.9126033782959,-63.9665985107422,74,VE,Isla Margarita,yes,,Venezuela
CCS,large_airport,Simón Bolívar International Airport,10.601194,-66.991222,234,VE,Caracas,yes,,Venezuela
MUN,medium_airport,Maturín Airport,9.749023,-63.153348,224,VE,Maturín,yes,,Venezuela
PYH,medium_airport,Cacique Aramare Airport,5.6199898719788,-67.606101989746,245,VE,Puerto Ayacucho,yes,,Venezuela
PBL,medium_airport,General Bartolome Salom International Airport,10.4805002212524,-68.072998046875,32,VE,,no,,Venezuela
SCI,medium_airport,Paramillo Airport,7.80132007598877,-72.2029037475586,3314,VE,,no,,Venezuela
PZO,medium_airport,General Manuel Carlos Piar International Airport,8.28853034973145,-62.7603988647461,472,VE,Puerto Ordaz-Ciudad Guayana,yes,,Venezuela
PTM,medium_airport,Palmarito Airport,7.56666994094849,-70.1832962036133,347,VE,Palmarito,no,,Venezuela
SVZ,medium_airport,San Antonio Del Tachira Airport,7.84082984924316,-72.439697265625,1312,VE,,yes,,Venezuela
SNV,medium_airport,Santa Elena de Uairen Airport,4.55499982833862,-61.1500015258789,2938,VE,,no,,Venezuela
